PROVINCE,Case_Lag1,Case_Lag2,Case_Lag3,Case_ratio
Samut Songkhram,-0.518043988,-0.344035252,0.060351331,0.205984891
Samut Songkhram,-0.518104834,-0.503925011,-0.325043122,0.514964879
Samut Songkhram,-0.207255639,-0.503987529,-0.490396633,0.463547166
Samut Songkhram,-0.258984409,-0.184594842,-0.490461288,0.308939154
Samut Songkhram,-0.414527738,-0.237745345,-0.160154316,0.617980132
Samut Songkhram,-0.103617185,-0.397563683,-0.215121077,0.618120193
Samut Songkhram,-0.103476276,-0.078107952,-0.380400726,0.463017744
Samut Songkhram,-0.259517034,-0.07796317,-0.050028555,0.617220451
Samut Songkhram,-0.104381462,-0.238292609,-0.049878826,0.977486933
Samut Songkhram,0.25806449,-0.078893234,-0.215687042,0.720416607
Samut Songkhram,-0.00056101,0.293514313,-0.050840673,0.772017952
Samut Songkhram,0.051352503,0.027780656,0.334292783,0.720765247
Samut Songkhram,-0.000210261,0.081120979,0.059478478,0.617878309
Samut Songkhram,-0.103719624,0.028141046,0.114641546,0.515081589
Samut Songkhram,-0.207138223,-0.078213206,0.059851182,0.412154434
Samut Songkhram,-0.310688047,-0.1844742,-0.050137407,0.97904332
Samut Songkhram,0.259630293,-0.290870024,-0.16002955,1.443023753
Samut Songkhram,0.726417624,0.295123151,-0.270061132,1.133535652
Samut Songkhram,0.415057243,0.774739834,0.335956599,1.648524313
Samut Songkhram,0.933161381,0.454821911,0.83196274,0.875751472
Samut Songkhram,0.15571357,0.987165811,0.501112584,0.051528065
Samut Songkhram,-0.673496063,0.188350343,1.051647737,0.463874486
Samut Songkhram,-0.258655109,-0.663649587,0.225535151,0.618639611
Samut Songkhram,-0.102953716,-0.237406994,-0.655579316,0.309278351
Samut Songkhram,-0.41418649,-0.077426247,-0.214771164,0.206198322
Samut Songkhram,-0.517890112,-0.397213056,-0.049323556,0.515349691
Samut Songkhram,-0.2068685,-0.503766906,-0.380038117,1.237394048
Samut Songkhram,0.519543941,-0.184197063,-0.490233125,1.495253858
Samut Songkhram,0.7789637,0.562180359,-0.159742943,4.280755682
Samut Songkhram,3.581316709,0.828730105,0.612139684,3.094729675
Samut Songkhram,2.388115714,3.708103997,0.887797967,0.979851166
Samut Songkhram,0.260443026,2.482108634,3.865565808,1.495338668
Samut Songkhram,0.779049024,0.295958221,2.597675739,1.701890646
Samut Songkhram,0.986850559,0.828817774,0.336820205,1.186086687
Samut Songkhram,0.467926191,1.042330602,0.887888632,1.80518449
Samut Songkhram,1.09076929,0.509143929,1.108697618,1.289331043
Samut Songkhram,0.571795134,1.149105473,0.557290893,0.361016416
Samut Songkhram,-0.36213543,0.615867644,1.2191212,1.08279795
Samut Songkhram,0.364012597,-0.343731405,0.66766157,1.856694156
Samut Songkhram,1.142590569,0.402374336,-0.324728892,2.063525637
Samut Songkhram,1.350673299,1.202351027,0.446872771,1.444482849
Samut Songkhram,0.727885547,1.416152777,1.274186261,1.34123631
Samut Songkhram,0.624014407,0.776248102,1.495294043,1.031736206
Samut Songkhram,0.31264195,0.66952213,0.833522549,1.238492342
Samut Songkhram,0.520648879,0.349591799,0.723149538,1.032039672
Samut Songkhram,0.312947251,0.563315666,0.392286549,1.496596533
Samut Songkhram,0.780314498,0.349905492,0.613313787,3.04478413
Samut Songkhram,2.337868018,0.830118029,0.392610961,3.251696818
Samut Songkhram,2.546032446,2.430479912,0.889233319,3.510202817
Samut Songkhram,2.806102304,2.644365607,2.54428276,0.980665407
Samut Songkhram,0.261262193,2.911583319,2.765477355,1.290955565
Samut Songkhram,0.573429484,0.296799903,3.04182643,2.11783423
Samut Songkhram,1.405310438,0.617546912,0.337690648,3.514429835
Samut Songkhram,2.810354894,1.472291583,0.669398223,4.755357531
Samut Songkhram,4.058789711,2.915952789,1.553351224,3.410112534
Samut Songkhram,2.705406514,4.198700039,3.046345213,3.254451625
Samut Songkhram,2.548803918,2.808119969,4.372926496,2.276195649
Ranong,-0.421747969,-0.409155568,-0.178079626,0.054900712
Ranong,-0.628699406,-0.409348141,-0.399361768,0
Ranong,-0.732106969,-0.617962366,-0.399565492,0
Ranong,-0.732106969,-0.722200776,-0.620259298,0
Ranong,-0.732106969,-0.722200776,-0.730533519,0.328659071
Ranong,-0.113065207,-0.722200776,-0.730533519,0.218977703
Ranong,-0.319654203,-0.098185211,-0.730533519,0.273551409
Ranong,-0.216862569,-0.306434084,-0.07038501,0.164028541
Ranong,-0.423153023,-0.202816551,-0.290692308,0.054621229
Ranong,-0.629225823,-0.410764483,-0.181074915,0.109178649
Ranong,-0.526464864,-0.618493013,-0.401063846,0.163667014
Ranong,-0.423833972,-0.514906402,-0.620820671,0.054516412
Ranong,-0.629423249,-0.411450904,-0.51123599,0.109006677
Ranong,-0.52678878,-0.618692026,-0.401790013,0.109163155
Ranong,-0.526494047,-0.515232921,-0.621031207,0.109125035
Ranong,-0.526565847,-0.51493582,-0.511581415,0
Ranong,-0.732106969,-0.515008197,-0.511267111,0.108966291
Ranong,-0.526864848,-0.722200776,-0.511343678,0.108915258
Ranong,-0.52696097,-0.5153096,-0.730533519,0.108837022
Ranong,-0.527108331,-0.515406494,-0.511662534,0.326612376
Ranong,-0.116920234,-0.515555039,-0.511765039,0
Ranong,-0.732106969,-0.102071211,-0.511922186,0.054420288
Ranong,-0.629604303,-0.722200776,-0.074496025,0.055290468
Ranong,-0.627965285,-0.618874534,-0.730533519,0.220999359
Ranong,-0.315846337,-0.617222347,-0.621224283,0
Ranong,-0.732106969,-0.302595622,-0.619476428,0.055147768
Ranong,-0.628234066,-0.722200776,-0.286631585,0.275580787
Ranong,-0.213040159,-0.617493288,-0.730533519,0.770950582
Ranong,0.720007543,-0.198963429,-0.619763057,1.704889182
Ranong,2.479116137,0.741581014,-0.176998682,1.428179072
Ranong,1.957922203,2.514823486,0.818006967,0.712946003
Ranong,0.610753729,1.989441924,2.69392712,0.548017274
Ranong,0.300104244,0.63144938,2.138123909,0.383250843
Ranong,-0.010239544,0.318303926,0.70149828,1.366852194
Ranong,1.842410715,0.005466623,0.370220478,0.765127667
Ranong,0.709039863,1.873002338,0.039268671,0.436857683
Ranong,0.090730961,0.730525212,2.014942015,0
Ranong,-0.732106969,0.107248394,0.80631099,0.172998408
Ranong,-0.406257939,-0.722200776,0.146944005,0.115229941
Ranong,-0.515067026,-0.393733653,-0.730533519,0.057566878
Ranong,-0.623677581,-0.503416987,-0.383046864,0
Ranong,-0.732106969,-0.612900193,-0.499081292,0.17221881
Ranong,-0.407726342,-0.722200776,-0.614904005,0.114615808
Ranong,-0.51622377,-0.395213854,-0.730533519,0.22903211
Ranong,-0.300716347,-0.504583024,-0.384612775,0.114432187
Ranong,-0.516569626,-0.287344068,-0.500314848,0.228806773
Ranong,-0.301140779,-0.504931659,-0.270496905,0.342790544
Ranong,-0.086448045,-0.28777191,-0.50068367,0.057082187
Ranong,-0.624590516,-0.071354189,-0.270949521,0.170918745
Ranong,-0.410175063,-0.613820463,-0.042000367,0.113803189
Ranong,-0.517754369,-0.39768225,-0.615877561,0.28442705
Ranong,-0.196377888,-0.506125921,-0.3872241,0.227319224
Ranong,-0.303942632,-0.182167282,-0.501947084,0.170313263
Ranong,-0.411315512,-0.290596275,-0.159229972,0.283596227
Ranong,-0.197942774,-0.398831862,-0.273937428,0.113224638
Ranong,-0.518844091,-0.183744742,-0.388440279,0.226158639
Ranong,-0.306128639,-0.507224399,-0.160898773,0
Ranong,-0.732106969,-0.292799845,-0.503109169,0.225649589
Ranong,-0.307087454,-0.722200776,-0.276268594,0
Ranong,-0.732106969,-0.293766365,-0.730533519,0.056289825
Ranong,-0.626082959,-0.722200776,-0.277291078,0
Ranong,-0.732106969,-0.615324897,-0.730533519,0.28089572
Ranong,-0.203029281,-0.722200776,-0.617469109,0.112256124
Ranong,-0.520668324,-0.188872117,-0.730533519,0.05608462
Ranong,-0.62646947,-0.509063289,-0.166323043,0
Ranong,-0.732106969,-0.615714513,-0.505054538,0
Ranong,-0.732106969,-0.722200776,-0.617881285,0
Ranong,-0.732106969,-0.722200776,-0.730533519,0.106728142
Ranong,-0.531080486,-0.722200776,-0.730533519,0.053323095
Ranong,-0.631670907,-0.519559109,-0.730533519,0
Ranong,-0.732106969,-0.620957742,-0.516158107,0.053254091
Ranong,-0.631800879,-0.722200776,-0.623428118,0
Ranong,-0.732106969,-0.621088758,-0.730533519,0.053191206
Ranong,-0.631919324,-0.722200776,-0.62356672,0
Ranong,-0.732106969,-0.621208156,-0.730533519,0.106207285
Ranong,-0.53206154,-0.722200776,-0.623693031,0.690006582
Ranong,0.567546464,-0.520548046,-0.730533519,0.636500098
Ranong,0.466764983,0.587894959,-0.517204307,0.847978631
Ranong,0.86509278,0.486303731,0.655421887,0.63547878
Ranong,0.464841293,0.887831964,0.547948129,0.47611994
Ranong,0.164682904,0.484364584,0.97272642,0.105733952
Ranong,-0.53295308,0.181794518,0.545896698,0.105687018
Ranong,-0.533041482,-0.521446749,0.225806641,0.052821737
Ranong,-0.632615234,-0.521535861,-0.518155048,0.105603312
Ranong,-0.533199146,-0.621909656,-0.51824932,0.158306333
Ranong,-0.433931017,-0.521694793,-0.624435151,0.052683986
Ranong,-0.632874694,-0.421629075,-0.518417455,0.368626708
Ranong,-0.037784656,-0.622171201,-0.41255754,0.473706649
Ranong,0.16013738,-0.022299804,-0.624711841,0.894896982
Ranong,0.953465263,0.177212472,0.009894459,2.105518036
Ranong,3.233715701,0.976914493,0.220959277,0.841405568
Ranong,0.852712168,3.275486017,1.066967175,0.157629256
Ranong,-0.435206317,0.875351878,3.498634989,0.630255411
Ranong,0.455002879,-0.422914622,0.959523687,0.104983019
Ranong,-0.534367491,0.474447122,-0.413917526,0.209885612
Ranong,-0.336779498,-0.522872525,0.535404977,0.471940515
Ranong,0.156810798,-0.323696975,-0.519663382,0.104823451
Ranong,-0.534668043,0.173859162,-0.308954788,0.052339579
Ranong,-0.633523396,-0.523175492,0.217411797,0.104594852
Ranong,-0.535098619,-0.622825116,-0.519983892,0.156841423
Ranong,-0.436690231,-0.523609526,-0.62540362,1.306403992
Ranong,1.728554246,-0.424410458,-0.520443059,2.350176263
Ranong,3.694538703,1.758231069,-0.415499977,1.304985567
Ranong,1.725882588,3.740011585,1.893525039,0.678012069
Ranong,0.544954346,1.755537945,3.990058407,0.364834157
Ranong,-0.044928068,0.56512132,1.890675973,1.250097664
Ranong,1.622499151,-0.029500611,0.631329566,1.301622342
Ranong,1.719547827,1.651323855,0.002276697,1.404918255
Ranong,1.914109576,1.749152286,1.78042748,0.103998211
Ranong,-0.536222414,1.945277277,1.88392056,0.675317659
Ranong,0.539879324,-0.524742351,2.091401955,0.15574545
Ranong,-0.438754538,0.560005522,-0.521641478,1.141309705
Ranong,1.417592925,-0.426491351,0.625917543,2.073753026
Ranong,3.173885106,1.444771273,-0.417701361,1.813095731
Ranong,2.682927255,3.215174702,1.561914695,2.225546165
Ranong,3.459793209,2.720272162,3.434831413,1.137791753
Ranong,1.410966731,3.503379987,2.911272078,1.499715571
Chumphon,0.083990202,0.129949875,0.664931681,0.143283484
Chumphon,-0.595519261,0.082370499,0.127857797,0.184193723
Chumphon,-0.56395405,-0.597098795,0.080330109,0.306904743
Chumphon,-0.469273612,-0.565535449,-0.598401051,0.225005472
Chumphon,-0.53246483,-0.470860609,-0.566871994,1.390590203
Chumphon,0.366868191,-0.534048091,-0.472300002,1.144379869
Chumphon,0.17689909,0.365231766,-0.535418842,1.143802531
Chumphon,0.176453631,0.175273895,0.362884092,0.122522993
Chumphon,-0.611537483,0.174828463,0.173132579,0.306144941
Chumphon,-0.469859854,-0.61311607,0.172687632,0.346875772
Chumphon,-0.438433069,-0.471446816,-0.614400925,0.142805558
Chumphon,-0.595888016,-0.440021889,-0.472885573,0.08157555
Chumphon,-0.6431314,-0.597467528,-0.441494784,0.142683302
Chumphon,-0.595982345,-0.64470812,-0.598769383,0.020415705
Chumphon,-0.69032065,-0.597561851,-0.645958656,0
Chumphon,-0.706072844,-0.691894579,-0.598863604,0.020391559
Chumphon,-0.69033928,-0.707645843,-0.693093855,0.61140266
Chumphon,-0.23433142,-0.691913209,-0.708828007,0.346237821
Chumphon,-0.438925294,-0.235932305,-0.693112464,0.162769689
Chumphon,-0.580484243,-0.440514085,-0.237626911,0.06099743
Chumphon,-0.65900891,-0.582064665,-0.441986445,0.081270749
Chumphon,-0.643366576,-0.660584691,-0.583383254,0.02030226
Chumphon,-0.69040818,-0.644943281,-0.661817979,0.06094068
Chumphon,-0.659052696,-0.691982105,-0.646193562,0.020305105
Chumphon,-0.690405986,-0.660628475,-0.693181285,0.040593394
Chumphon,-0.674752101,-0.69197991,-0.661861716,0.08113113
Chumphon,-0.643474302,-0.676326951,-0.693179093,0.121650061
Chumphon,-0.612211013,-0.645051001,-0.677543138,0.222808727
Chumphon,-0.534159778,-0.61378956,-0.646301165,0.607303431
Chumphon,-0.237494272,-0.535742939,-0.615073684,0.323718883
Chumphon,-0.456300286,-0.23909497,-0.537111848,0.26279562
Chumphon,-0.503306994,-0.457888049,-0.24078614,0.12121506
Chumphon,-0.612546648,-0.504891979,-0.459341535,0.080757505
Chumphon,-0.643762581,-0.614125176,-0.506294403,0.282485876
Chumphon,-0.488114536,-0.645339263,-0.615408935,0.040341613
Chumphon,-0.674946369,-0.489700419,-0.646589113,0.080658496
Chumphon,-0.643838974,-0.676521207,-0.491119346,0.020156007
Chumphon,-0.690521025,-0.645415651,-0.677737183,0
Chumphon,-0.706072844,-0.692094943,-0.646665419,0.060440125
Chumphon,-0.659438911,-0.707645843,-0.693294001,0.040264943
Chumphon,-0.675005525,-0.661014666,-0.708828007,0.020122182
Chumphon,-0.690547124,-0.67658036,-0.662247488,0.080369378
Chumphon,-0.64406205,-0.69212104,-0.677796272,0.020081854
Chumphon,-0.69057824,-0.645638714,-0.69332007,0
Chumphon,-0.706072844,-0.692152154,-0.646888239,0
Chumphon,-0.706072844,-0.707645843,-0.69335115,0.240796072
Chumphon,-0.520281239,-0.707645843,-0.708828007,0.52163585
Chumphon,-0.303593014,-0.52186522,-0.708828007,1.143178035
Chumphon,0.175971788,-0.305189805,-0.523249205,0.300741629
Chumphon,-0.474028901,0.174346648,-0.306809173,0.741630103
Chumphon,-0.133851518,-0.475615616,0.17220634,0.40071889
Chumphon,-0.396889205,-0.135458343,-0.477049844,1.662403836
Chumphon,0.576592091,-0.39848048,-0.137262097,0.640650901
Chumphon,-0.211764284,0.574943268,-0.399998503,0.620162483
Chumphon,-0.227572583,-0.213366503,0.572367776,0.339953766
Chumphon,-0.443773897,-0.229173867,-0.215085623,0.199886864
Chumphon,-0.551845655,-0.445362401,-0.230875815,0.159816211
Chumphon,-0.582763065,-0.55342777,-0.446829495,0.279561089
Chumphon,-0.490371221,-0.584343353,-0.554777468,0.199605978
Chumphon,-0.552062379,-0.49195697,-0.585659465,0.478909045
Chumphon,-0.336559838,-0.553644481,-0.493373446,0.419027019
Chumphon,-0.382763157,-0.33815468,-0.554993944,0.438732939
Chumphon,-0.367558613,-0.384355268,-0.339738237,0.717400142
Chumphon,-0.152546687,-0.369151622,-0.385888635,0.338582693
Chumphon,-0.44483178,-0.154152407,-0.370701506,0.298509245
Chumphon,-0.475751347,-0.446420221,-0.155935854,0.676318124
Chumphon,-0.184244439,-0.47733796,-0.447886165,0.435766097
Chumphon,-0.369847747,-0.185848285,-0.478770317,0.949840506
Chumphon,0.026797884,-0.371440621,-0.187597299,0.553545658
Chumphon,-0.278972287,0.025181563,-0.372988018,1.402325095
Chumphon,0.375922509,-0.280570533,0.023203299,0.908476879
Chumphon,-0.005117149,0.374285549,-0.282216646,0.37515969
Chumphon,-0.416609978,-0.006731584,0.37192804,0.37508933
Chumphon,-0.416664265,-0.418200088,-0.008675179,0.296072889
Chumphon,-0.477631171,-0.418254372,-0.419696689,3.060090302
Chumphon,1.655008406,-0.479217674,-0.419750914,5.408222077
Chumphon,3.466762099,1.653295835,-0.480647989,6.175921011
Chumphon,4.059097417,3.464942427,1.649548884,6.626500084
Chumphon,4.406751798,4.05724273,3.459227413,2.977223256
Chumphon,1.59107048,4.404876559,4.050884275,2.246668427
Chumphon,1.027394529,1.589361688,4.398140456,0.669813477
Chumphon,-0.189263245,1.025719059,1.585684192,0.807744894
Chumphon,-0.082839169,-0.190866795,1.02265387,0.472773189
Chumphon,-0.341294095,-0.084449009,-0.192610357,0.393883773
Chumphon,-0.402162992,-0.342888657,-0.086308177,0.61041526
Chumphon,-0.235093271,-0.403753956,-0.344467072,0.216387625
Chumphon,-0.539114123,-0.236694111,-0.40526625,0.648987972
Chumphon,-0.20533163,-0.540696991,-0.238387889,0.982934295
Chumphon,0.052332139,-0.20693423,-0.542060518,2.849237976
Chumphon,1.492320569,0.050714308,-0.208660337,2.101583062
Chumphon,0.915450664,1.490617614,0.048708307,2.199105435
Chumphon,0.990696237,0.913781811,1.487047388,1.059831408
Chumphon,0.11166383,0.989022936,0.910838224,0.608260571
Chumphon,-0.236755769,0.110042492,0.985997612,0.843477954
Chumphon,-0.055268526,-0.238356511,0.10797204,1.31375125
Chumphon,0.307581374,-0.056879996,-0.240048483,0.980217255
Chumphon,0.050235746,0.305948455,-0.058769114,0.548774273
Chumphon,-0.282653755,0.048618039,0.303665182,0.666093304
Chumphon,-0.192133628,-0.284251784,0.046614315,0.411305012
Chumphon,-0.388721245,-0.193737008,-0.285893898,1.684312781
Chumphon,0.593496428,-0.390313003,-0.195477452,1.253640945
Chumphon,0.261201922,0.591846607,-0.391839899,1.018156471
Chumphon,0.079508598,0.259571744,0.589252751,1.037472326
Chumphon,0.094412179,0.077889161,0.257338852,0.332689481
Chumphon,-0.449378819,0.092791861,0.075853638,1.174253322
Chumphon,0.199948622,-0.450966992,0.090740149,1.604881973
Chumphon,0.532209808,0.198322064,-0.452427997,3.777395906
Chumphon,2.20846162,0.530563609,0.196155711,3.601649712
Chumphon,2.072860705,2.206716332,0.528036328,1.722335957
Chumphon,0.622834062,2.071123433,2.202368178,1.095654556
Chumphon,0.139303982,0.621182506,2.06692258,5.007785542
Chumphon,3.157796317,0.13768101,0.618556782,5.809518221
Chumphon,3.776391132,3.155994909,0.135580533,2.132350496
Chumphon,0.939189968,3.774553157,3.150615516,1.878191458
Chumphon,0.743087866,0.937519711,3.7685018,1.48633743
Chumphon,0.440744109,0.741429202,0.934550337,0.840763335
Chumphon,-0.057363051,0.439103318,0.738672849,0.430272402
Yasothon,0.643933861,0.569110244,-0.373184064,0.611989429
Yasothon,-0.297737964,0.637250214,0.586408031,0.445104683
Yasothon,-0.420470837,-0.30313947,0.6549581,0.389483934
Yasothon,-0.461376279,-0.425705235,-0.291091314,0.519586558
Yasothon,-0.365694264,-0.466554982,-0.414394739,1.168835506
Yasothon,0.111786093,-0.371003244,-0.45549034,4.507688113
Yasothon,2.567294937,0.105826996,-0.359363525,3.523497089
Yasothon,1.843486478,2.557992522,0.120336515,0.816069143
Yasothon,-0.147650613,1.83516957,2.587260384,0.352336641
Yasothon,-0.488695695,-0.153256472,1.860087126,0.890435609
Yasothon,-0.092958917,-0.493837202,-0.140306246,0.593690921
Yasothon,-0.311195327,-0.098639242,-0.482936758,0.463711772
Yasothon,-0.406786534,-0.31657851,-0.085360302,0.370825662
Yasothon,-0.475098224,-0.412039564,-0.304611236,0.427476716
Yasothon,-0.433435059,-0.480258243,-0.400646822,0.57607005
Yasothon,-0.324154331,-0.438651806,-0.469276075,0.334509692
Yasothon,-0.501806256,-0.329519869,-0.427419229,1.839376024
Yasothon,0.604925014,-0.506929911,-0.317630483,1.319008774
Yasothon,0.22222876,0.59829448,-0.496108266,0.835561497
Yasothon,-0.133315255,0.216119289,0.615767911,0.46401473
Yasothon,-0.406563728,-0.138940633,0.231292602,0.389716676
Yasothon,-0.461205112,-0.411817061,-0.125904246,0.519435225
Yasothon,-0.365805559,-0.466384048,-0.40042298,0.500872817
Yasothon,-0.379457003,-0.371114387,-0.455318378,0.426549162
Yasothon,-0.434117215,-0.384747243,-0.359475337,0.278082123
Yasothon,-0.543305062,-0.439333033,-0.373190243,0.092688199
Yasothon,-0.67965023,-0.548372214,-0.428104557,0.370744548
Yasothon,-0.475157878,-0.684531741,-0.537799989,0.240981722
Yasothon,-0.570589993,-0.480317816,-0.674778991,0.389131015
Yasothon,-0.461635828,-0.575619995,-0.469336007,0.852128004
Yasothon,-0.121131667,-0.466814177,-0.565211761,0.222196299
Yasothon,-0.584405449,-0.126773633,-0.455751096,0.240684135
Yasothon,-0.570808848,-0.589416641,-0.11366402,0.259131133
Yasothon,-0.557242282,-0.575838553,-0.579091441,0.259112908
Yasothon,-0.557255685,-0.562290458,-0.565431634,0.203574773
Yasothon,-0.59810037,-0.562303843,-0.551802,0.148046983
Yasothon,-0.638937447,-0.603092915,-0.551815465,0.111009558
Yasothon,-0.666176063,-0.64387439,-0.592850027,0.036999489
Yasothon,-0.720605652,-0.671075919,-0.633876944,0.24058258
Yasothon,-0.570883536,-0.7254314,-0.661242186,0.185080991
Yasothon,-0.611701343,-0.575913138,-0.715924804,0.277653348
Yasothon,-0.543620398,-0.61667537,-0.565506668,0.185087158
Yasothon,-0.611696808,-0.548687121,-0.606514227,0.222064721
Yasothon,-0.584502216,-0.616670841,-0.538116791,0.074010206
Yasothon,-0.693386679,-0.589513276,-0.606509671,0.092526967
Yasothon,-0.679768806,-0.698249486,-0.579188659,0.055521523
Yasothon,-0.706983902,-0.684650155,-0.688579297,0.222146117
Yasothon,-0.584442355,-0.711828196,-0.674898118,0.555437268
Yasothon,-0.339328399,-0.589453496,-0.70223973,0.851512824
Yasothon,-0.121584093,-0.344673278,-0.579128519,0.610864503
Yasothon,-0.298565275,-0.127225443,-0.332875092,0.740530924
Yasothon,-0.203204059,-0.303965654,-0.114118549,0.759163661
Yasothon,-0.189500893,-0.208734279,-0.29192247,1.389107545
Yasothon,0.273781845,-0.19504977,-0.196117945,0.555505149
Yasothon,-0.339278478,0.267602182,-0.182351077,0.333251872
Yasothon,-0.502731301,-0.344623424,0.283085343,0.185170097
Yasothon,-0.611635811,-0.507853697,-0.332824938,0.129578998
Yasothon,-0.652519448,-0.616609927,-0.497037612,0.203609817
Yasothon,-0.598074597,-0.657437898,-0.606448391,0.499922234
Yasothon,-0.380156094,-0.603067178,-0.647522085,0.666709879
Yasothon,-0.257494634,-0.385445383,-0.592824134,0.222230453
Yasothon,-0.584380331,-0.262950934,-0.373892585,0.185183471
Yasothon,-0.611625976,-0.589391557,-0.250660903,0.38894507
Yasothon,-0.461772578,-0.616600106,-0.579066207,0.111103087
Yasothon,-0.666107278,-0.466950741,-0.60643851,0.796231418
Yasothon,-0.16223997,-0.671007228,-0.455888482,1.722046829
Yasothon,0.518637025,-0.167825964,-0.661173081,1.184917482
Yasothon,0.12361334,0.512123977,-0.154963424,0.370233247
Yasothon,-0.475533906,0.117638139,0.529078792,0.259171909
Yasothon,-0.557212294,-0.480693333,0.132218743,0.444311974
Yasothon,-0.421053823,-0.562260511,-0.469713783,0.72212995
Yasothon,-0.216736778,-0.426287427,-0.551771873,0.851963869
Yasothon,-0.121252378,-0.222248572,-0.414980436,0.629738085
Yasothon,-0.284684983,-0.12689418,-0.209713574,0.407414198
Yasothon,-0.448189736,-0.290104262,-0.113785292,0.425978779
Yasothon,-0.434536695,-0.453386394,-0.277977653,0.555647134
Yasothon,-0.339174056,-0.439751941,-0.442242497,0.815183157
Yasothon,-0.148302199,-0.344519145,-0.428525986,2.186517341
Yasothon,0.860224866,-0.15390717,-0.332720031,2.001349058
Yasothon,0.724045641,0.853246726,-0.14096086,0.944815372
Yasothon,-0.052966139,0.717252917,0.872254586,0.351972435
Yasothon,-0.488963545,-0.058700917,0.735442299,0.370463672
Yasothon,-0.475364443,-0.494104687,-0.045181608,0.370554275
Yasothon,-0.475297811,-0.480524101,-0.483205853,0.704169238
Yasothon,-0.229945713,-0.480457559,-0.469543532,0.333463013
Yasothon,-0.50257602,-0.235439522,-0.46947659,0.740742112
Yasothon,-0.203048743,-0.507698628,-0.222983914,1.204029238
Yasothon,0.137668793,-0.208579174,-0.496881609,2.872003157
Yasothon,1.364355081,0.131674455,-0.195961907,3.002196051
Yasothon,1.460103483,1.356690539,0.146339536,2.112773942
Yasothon,0.805991394,1.452308574,1.378728372,1.278800818
Yasothon,0.192658425,0.799087096,1.474921884,0.555908661
Yasothon,-0.338981721,0.186589216,0.817768997,0.315082051
Yasothon,-0.516094022,-0.344327071,0.201584802,0.42632857
Yasothon,-0.434279446,-0.521198224,-0.332526802,0.444938821
Yasothon,-0.420592817,-0.439495043,-0.510462453,0.741698081
Yasothon,-0.202345691,-0.425827049,-0.428267542,0.352301362
Yasothon,-0.488721641,-0.207877079,-0.414517287,0.64890761
Yasothon,-0.270587044,-0.493863111,-0.195255587,1.261104208
Yasothon,0.17964372,-0.276025518,-0.482962824,1.4840153
Yasothon,0.343580324,0.173592231,-0.263814176,3.748501527
Yasothon,2.008962601,0.337305626,0.188509594,3.173348328
Yasothon,1.585974847,2.000420388,0.353208297,0.779404424
Yasothon,-0.174615129,1.578008556,2.026332506,0.501110796
Yasothon,-0.379281985,-0.180184274,1.60137839,0.334119752
Yasothon,-0.502093032,-0.384572464,-0.167396112,0.779715515
Yasothon,-0.174386342,-0.507216297,-0.373014412,1.485599895
Yasothon,0.34474569,-0.179955798,-0.496396375,3.826130241
Yasothon,2.066053469,0.338469405,-0.167166261,1.374356003
Yasothon,0.262933046,2.057433524,0.354379081,1.541713568
Yasothon,0.386013646,0.256768154,2.083688774,7.209778541
Yasothon,4.554506631,0.379681172,0.272186111,6.877464037
Yasothon,4.310110937,4.542498512,0.395838881,7.122043562
Yasothon,4.489983263,4.298435576,4.583710111,4.929874856
Yasothon,2.877785816,4.478062996,4.338178284,2.697654343
Yasothon,1.236132873,2.86806065,4.51888679,0.874563416
Yasothon,-0.104631882,1.228642912,2.899194655,1.135308273
Nong Khai,-0.221119848,-0.213163359,-0.282982704,0.505849712
Nong Khai,-0.367024088,-0.216858428,-0.200688972,0.263853403
Nong Khai,-0.445126565,-0.362785425,-0.204411967,0.494640841
Nong Khai,-0.370641666,-0.440900083,-0.351441791,0.208773543
Nong Khai,-0.462903173,-0.366403567,-0.430146793,0.779911244
Nong Khai,-0.278572803,-0.458679464,-0.355087278,2.766695139
Nong Khai,0.362646659,-0.274320344,-0.448060539,1.842450723
Nong Khai,0.06435377,0.36699913,-0.262308145,0.241156146
Nong Khai,-0.452451933,0.068659716,0.383858033,0.273841459
Nong Khai,-0.441902995,-0.448226593,0.083263951,0.24096755
Nong Khai,-0.4525128,-0.437676011,-0.437528673,0.372275545
Nong Khai,-0.410134139,-0.448287471,-0.426898355,0.667296018
Nong Khai,-0.314918515,-0.4059022,-0.43759001,0.313804864
Nong Khai,-0.429005109,-0.310671724,-0.394884417,0.334376457
Nong Khai,-0.422365783,-0.424776113,-0.298934247,0.491657555
Nong Khai,-0.371604499,-0.418135751,-0.413900968,0.43259314
Nong Khai,-0.390667092,-0.36736655,-0.407210422,0.648640999
Nong Khai,-0.320939281,-0.386432116,-0.356057539,3.517936563
Nong Khai,0.605104142,-0.31669343,-0.37526719,0.922741051
Nong Khai,-0.232475564,0.609494429,-0.305001461,0.196365664
Nong Khai,-0.466907722,-0.228215915,0.628185965,0.176515582
Nong Khai,-0.473314185,-0.462684637,-0.215855287,0.176452597
Nong Khai,-0.473334513,-0.4690921,-0.452095982,0.235242918
Nong Khai,-0.454360382,-0.469112431,-0.458551868,0.470345684
Nong Khai,-0.378482744,-0.450135341,-0.458572353,0.274163068
Nong Khai,-0.441799198,-0.374245868,-0.439451846,0.176181099
Nong Khai,-0.473422137,-0.437572198,-0.362988846,0.078295967
