PROVINCE,Case_Lag1,Case_Lag2,Case_Lag3,Case_ratio
Phichit,-0.544481897,-0.29754754,-0.239308503,0.766847363
Phichit,-0.27800549,-0.533594685,-0.282695493,0.420058333
Phichit,-0.480405605,-0.265211737,-0.522000613,0.438413018
Phichit,-0.469693068,-0.469059951,-0.249913384,0.201017514
Phichit,-0.608246693,-0.45827077,-0.456575156,0.347361243
Phichit,-0.522834569,-0.597815695,-0.44563706,0.073154227
Phichit,-0.682872883,-0.511792479,-0.587108015,0.164613269
Phichit,-0.629493684,-0.672975808,-0.499897488,0.402466019
Phichit,-0.490673191,-0.619214701,-0.663305505,0.384214282
Phichit,-0.501325644,-0.479400998,-0.608802375,0.274608591
Phichit,-0.565295962,-0.490129665,-0.467058933,0.64085545
Phichit,-0.35153947,-0.554557667,-0.477935679,0.823899682
Phichit,-0.244707447,-0.339271826,-0.54325293,0.750816742
Phichit,-0.287361609,-0.231675459,-0.324995666,0.65939259
Phichit,-0.340720445,-0.274634796,-0.215914231,1.355629158
Phichit,0.065631399,-0.328375395,-0.259466502,4.821079299
Phichit,2.088208377,0.080883747,-0.313948841,5.392704441
Phichit,2.421831949,2.117931521,0.100958987,0.770848704
Phichit,-0.275670145,2.453942046,2.166122541,0.275405213
Phichit,-0.564831021,-0.262859684,2.506770759,0.716421859
Phichit,-0.307435855,-0.5540894,-0.247528867,0.680143308
Phichit,-0.328609486,-0.294852666,-0.5427782,1.379216495
Phichit,0.079397923,-0.316177786,-0.279963424,4.911031243
Phichit,2.140707973,0.094748766,-0.301582878,5.390220705
Phichit,2.420382339,2.170806732,0.115015373,1.692947219
Phichit,0.262503873,2.452482066,2.219727548,0.772794683
Phichit,-0.274534393,0.279164772,2.505290627,0.423300678
Phichit,-0.478513241,-0.261715806,0.301976729,0.791759806
Phichit,-0.263465579,-0.467154048,-0.246369201,0.571007552
Phichit,-0.39230553,-0.250567799,-0.454642947,0.276299066
Phichit,-0.564309332,-0.380329553,-0.235067327,0.294854241
Phichit,-0.553479781,-0.553563979,-0.366620081,0.682220055
Phichit,-0.327397412,-0.542656946,-0.542245527,1.437931149
Phichit,0.113666172,-0.314957041,-0.531187953,4.019300015
Phichit,1.620257532,0.129262192,-0.300345283,8.0974647
Phichit,4.00043952,1.646632659,0.150005161,3.690152643
Phichit,1.428153803,4.043843975,1.68831871,1.236144116
Phichit,-0.004104908,1.453154498,4.118616864,0.719732481
Phichit,-0.305503642,0.010648502,1.49217012,1.033868422
Phichit,-0.122161191,-0.292906629,0.029754339,0.757122491
Phichit,-0.283681318,-0.10825243,-0.277990527,0.609555615
Phichit,-0.36980732,-0.270928174,-0.09078769,0.850010163
Phichit,-0.229468313,-0.357670376,-0.255708721,0.406564163
Phichit,-0.488281349,-0.216327295,-0.343648158,0.998144191
Phichit,-0.143011298,-0.476992043,-0.200354228,1.738194608
Phichit,0.288912081,-0.129251712,-0.464616728,5.031586152
Phichit,2.211068697,0.30576192,-0.112076809,5.758256896
Phichit,2.635183158,2.241670862,0.328940978,1.46335048
Phichit,0.128501923,2.668819706,2.29156976,1.000999145
Phichit,-0.141345031,0.144204087,2.724614206,0.61182037
Phichit,-0.368485518,-0.127573523,0.165153287,1.706452989
Phichit,0.270386388,-0.356339117,-0.110375457,4.157541111
Phichit,1.700940632,0.287103683,-0.342298524,5.737032265
Phichit,2.622795604,1.727893017,0.310025215,1.169742657
Phichit,-0.042859488,2.656343523,1.770700641,1.095721486
Phichit,-0.086061239,-0.028383352,2.711965825,1.48630095
Phichit,0.141896746,-0.071894196,-0.009816241,1.841788507
Phichit,0.349373674,0.157694745,-0.053927632,2.978101646
Phichit,1.012572018,0.366656094,0.178830146,6.703298954
Phichit,3.186747957,1.034599379,0.390675626,4.282790815
Phichit,1.774041429,3.224330748,1.067838011,3.521041483
Phichit,1.329453684,1.801516824,3.287792535,2.517196179
Sa Kaeo,0.116685908,-0.153424249,-0.557359602,0.183992302
Sa Kaeo,-0.368916703,0.124434858,-0.135166202,0.183946273
Sa Kaeo,-0.369003418,-0.362201215,0.146125799,0.239059796
Sa Kaeo,-0.26517286,-0.362288115,-0.346522565,0.330940146
Sa Kaeo,-0.092075815,-0.258236584,-0.346610538,0.937470704
Sa Kaeo,1.050591225,-0.084771153,-0.241273471,1.267669289
Sa Kaeo,1.672665471,1.060327718,-0.06566491,0.754235215
Sa Kaeo,0.705386599,1.683725867,1.093581426,0.183902296
Sa Kaeo,-0.369086267,0.714388426,1.724681533,0.220547693
Sa Kaeo,-0.300048546,-0.36237114,0.743368124,0.110262904
Sa Kaeo,-0.507818448,-0.293186493,-0.34669459,0.165389796
Sa Kaeo,-0.403962703,-0.501398572,-0.27665518,0.330715779
Sa Kaeo,-0.092498508,-0.3973218,-0.487439677,0.073461892
Sa Kaeo,-0.577149338,-0.085194745,-0.382077057,0.07357878
Sa Kaeo,-0.576929128,-0.570877012,-0.066093736,0.018386307
Sa Kaeo,-0.680908422,-0.570656333,-0.557776509,0.25731652
Sa Kaeo,-0.230778293,-0.674856916,-0.557553104,0.404176243
Sa Kaeo,0.045896581,-0.223768818,-0.663041064,0.881531367
Sa Kaeo,0.945204883,0.053494877,-0.206379863,0.348627691
Sa Kaeo,-0.058753545,0.954717093,0.074309368,0.366802873
Sa Kaeo,-0.024512598,-0.051377966,0.986666003,0.164957221
Sa Kaeo,-0.404777648,-0.017064147,-0.031859157,0.054967102
Sa Kaeo,-0.611992407,-0.39813848,0.002878602,0.073276983
Sa Kaeo,-0.577497694,-0.605794235,-0.382903827,0.036624067
Sa Kaeo,-0.646549581,-0.571226109,-0.593125127,0.018299434
Sa Kaeo,-0.681072086,-0.640424953,-0.55812992,0.073165334
Sa Kaeo,-0.577708036,-0.675020929,-0.628183701,0.237754718
Sa Kaeo,-0.267631549,-0.571436899,-0.663207104,0.310780993
Sa Kaeo,-0.130054446,-0.260700506,-0.558343313,0.182693116
Sa Kaeo,-0.371364291,-0.122830609,-0.243767835,0.310359999
Sa Kaeo,-0.130847572,-0.364654012,-0.104194584,0.200718206
Sa Kaeo,-0.337406106,-0.123625423,-0.349005666,0.054724453
Sa Kaeo,-0.612449543,-0.330623557,-0.104999218,0.145894351
Sa Kaeo,-0.440690948,-0.606252343,-0.314554771,0.091132947
Sa Kaeo,-0.543858135,-0.43412821,-0.593588896,0.054656158
Sa Kaeo,-0.612578207,-0.537514958,-0.419338204,0
Sa Kaeo,-0.715547117,-0.606381281,-0.524002274,0.018203563
Sa Kaeo,-0.681252701,-0.70956933,-0.593719427,0
Sa Kaeo,-0.715547117,-0.675201928,-0.698182343,0.018189822
Sa Kaeo,-0.681278589,-0.70956933,-0.663390339,0.072734943
Sa Kaeo,-0.578518866,-0.675227871,-0.698182343,0.218127881
Sa Kaeo,-0.304607327,-0.572249454,-0.663416602,0.381549016
Sa Kaeo,0.003268249,-0.297754976,-0.559165908,0.399553227
Sa Kaeo,0.037187097,0.010775823,-0.281280105,0.199740338
Sa Kaeo,-0.339248352,0.044766858,0.031062529,0.254112539
Sa Kaeo,-0.236814399,-0.332469723,0.065473516,0.163329601
Sa Kaeo,-0.407843986,-0.22981777,-0.316423747,0.217706032
Sa Kaeo,-0.305402066,-0.401211344,-0.212503549,0.163232141
Sa Kaeo,-0.408027594,-0.298551406,-0.386014656,0.126921501
Sa Kaeo,-0.476434654,-0.401395342,-0.282086375,0.072488193
Sa Kaeo,-0.578983727,-0.469947986,-0.386200928,0.090547231
Sa Kaeo,-0.544961587,-0.572715305,-0.455600526,0.144789566
Sa Kaeo,-0.442772295,-0.538620759,-0.559637514,0.108561916
Sa Kaeo,-0.511023005,-0.436213987,-0.525121737,0.090425888
Sa Kaeo,-0.545190191,-0.504609949,-0.421449749,0.072490689
Sa Kaeo,-0.578979024,-0.538849849,-0.49069073,0.054351765
Sa Kaeo,-0.613151666,-0.572710592,-0.525353657,0.036219614
Sa Kaeo,-0.647311546,-0.606955961,-0.559632743,0.072413787
Sa Kaeo,-0.579123904,-0.64118854,-0.594301206,0.090502324
Sa Kaeo,-0.54504619,-0.572855781,-0.628956722,0.018098303
Sa Kaeo,-0.681451005,-0.538705541,-0.559779725,0.054276539
Sa Kaeo,-0.613293387,-0.675400654,-0.525207567,0.054254453
Sa Kaeo,-0.613334995,-0.607097983,-0.66359152,0.090381591
Sa Kaeo,-0.545273643,-0.607139679,-0.594444983,0.036131867
Sa Kaeo,-0.647476856,-0.538933479,-0.594487195,0.144479702
Sa Kaeo,-0.443356062,-0.641354202,-0.525438321,0.126357896
Sa Kaeo,-0.477496452,-0.436798996,-0.62912443,0.089830472
Sa Kaeo,-0.546311919,-0.471012044,-0.422041986,0.10776075
Sa Kaeo,-0.512532355,-0.539973964,-0.456677729,0
Sa Kaeo,-0.715547117,-0.506122511,-0.526491661,0.179452669
Sa Kaeo,-0.377469097,-0.70956933,-0.49222198,0.107646875
Sa Kaeo,-0.512746888,-0.37077181,-0.698182343,0.071742573
Sa Kaeo,-0.58038843,-0.5063375,-0.355199048,0.071728679
Sa Kaeo,-0.580414606,-0.574122998,-0.492439625,0.053760358
Sa Kaeo,-0.614265841,-0.574149229,-0.561062598,0.107621388
Sa Kaeo,-0.512794904,-0.608072507,-0.561089154,0.21516173
Sa Kaeo,-0.310195377,-0.506385619,-0.595431547,0.376327225
Sa Kaeo,-0.006569291,-0.303354918,-0.492488338,0.519340974
Sa Kaeo,0.262859998,0.000917347,-0.286949234,0.304293038
Sa Kaeo,-0.142277362,0.270920037,0.021082254,0.089487701
Sa Kaeo,-0.546957679,-0.135079538,0.294420772,0.053665631
Sa Kaeo,-0.614444301,-0.540621099,-0.116594846,0.107291916
Sa Kaeo,-0.513415609,-0.608251346,-0.52714679,0.17879684
Sa Kaeo,-0.378704639,-0.507007645,-0.595612596,0.196555631
Sa Kaeo,-0.345248148,-0.372009982,-0.493118049,0.160723183
Sa Kaeo,-0.412754321,-0.338482288,-0.356452517,0.142782437
Sa Kaeo,-0.446553606,-0.406132129,-0.322510596,0.463845889
Sa Kaeo,0.1583106,-0.440003345,-0.390996236,0.784744566
Sa Kaeo,0.762864379,0.166148136,-0.425285925,2.496046441
Sa Kaeo,3.98685404,0.77198853,0.188354436,2.922444732
Sa Kaeo,4.790162738,4.002839505,0.801679866,2.244221131
Sa Kaeo,3.512430323,4.80785781,4.072447352,0.658745108
Sa Kaeo,0.525488991,3.527406117,4.887411496,0.231342248
Sa Kaeo,-0.279712256,0.534107958,3.591140081,0.249081512
Sa Kaeo,-0.246292551,-0.272806923,0.560860327,0.160058048
Sa Kaeo,-0.414007396,-0.239316094,-0.256023824,0.284464673
Sa Kaeo,-0.179632807,-0.40738787,-0.222119223,0.195534699
Sa Kaeo,-0.347171522,-0.172514483,-0.392267492,0.142200229
Sa Kaeo,-0.447650451,-0.340409756,-0.154492292,0.728570261
Sa Kaeo,0.657035372,-0.441102525,-0.324461877,1.100928509
Sa Kaeo,1.358535884,0.665934298,-0.426398685,2.538539647
Sa Kaeo,4.066908682,1.368927747,0.694315354,1.845738828
Sa Kaeo,2.761713665,4.08306452,1.405994146,0.514553891
Sa Kaeo,0.253841421,2.77509178,4.153663531,0.407930162
Sa Kaeo,0.052968739,0.261882267,2.829531052,0.390007304
Sa Kaeo,0.019203153,0.060582086,0.285271342,0.336711674
Sa Kaeo,-0.081202604,0.02674464,0.081484138,0.83277077
Sa Kaeo,0.853342856,-0.073874801,0.047228637,1.027514354
Sa Kaeo,1.220228039,0.862659564,-0.054633936,0.77925758
Sa Kaeo,0.752527229,1.230325554,0.893471122,0.495709458
Sa Kaeo,0.218339644,0.761629381,1.265679551,1.097263566
Sa Kaeo,1.351631353,0.226304935,0.791192731,1.132368579
Sa Kaeo,1.417767083,1.362008522,0.249254459,0.760278792
Sa Kaeo,0.716772336,1.428285002,1.398989435,1.042679155
Sa Kaeo,1.24879761,0.725798394,1.466084748,1.307395086
Sa Kaeo,1.74750648,1.258955928,0.75491906,0.759404697
Sa Kaeo,0.715125593,1.758726153,1.294663647,0.459118175
Satun,-0.542489151,-0.440180451,-0.516466238,0.135745531
Satun,-0.542950385,-0.530519148,-0.425564838,0.203418792
Satun,-0.365343254,-0.53098478,-0.517371321,0.101621197
Satun,-0.632509024,-0.351684129,-0.517844518,0.439984431
Satun,0.255518578,-0.621397379,-0.335630664,0.236748029
Satun,-0.277871331,0.275097745,-0.609726105,0.371619111
Satun,0.076095149,-0.263378145,0.301334908,0.236166545
Satun,-0.279397426,0.093963477,-0.245889919,0.20214748
Satun,-0.368679786,-0.26491879,0.117257644,0.235560955
Satun,-0.280986784,-0.355052476,-0.247455597,0.033606442
Satun,-0.811012401,-0.266523304,-0.339053738,0.067160295
Satun,-0.722950979,-0.801602822,-0.24908618,0.100590803
Satun,-0.635213272,-0.712701716,-0.792859452,0.100443626
Satun,-0.635599536,-0.624127412,-0.702513917,0.066892988
Satun,-0.72365252,-0.624517359,-0.612500494,0.367578261
Satun,0.065490019,-0.713409947,-0.612896777,0.166824037
Satun,-0.461385462,0.083257225,-0.703233655,0.133315114
Satun,-0.549328968,-0.448642119,0.106377441,0.39961903
Satun,0.149580382,-0.537424184,-0.434163987,0.299293667
Satun,-0.113721544,0.168149407,-0.524388547,0.36544122
Satun,0.059881399,-0.097663156,0.192648917,0.232197886
Satun,-0.289813093,0.077595126,-0.077482461,0.198738014
Satun,-0.377627864,-0.275433773,0.100623346,0.099247046
Satun,-0.638739937,-0.364085875,-0.258141422,0.198262559
Satun,-0.378875685,-0.627687705,-0.348233908,0.033000904
Satun,-0.812601622,-0.365345594,-0.616118633,0.19771833
Satun,-0.380304002,-0.803207196,-0.349514095,0.230388962
Satun,-0.294560576,-0.366787531,-0.794489894,0.197270435
Satun,-0.381479495,-0.280226524,-0.350979459,0.065684465
Satun,-0.726824265,-0.367974233,-0.263012044,0.26236562
Satun,-0.210638473,-0.716611934,-0.352185442,0.196556333
Satun,-0.383353641,-0.195504207,-0.706487667,0.130870781
Satun,-0.555744069,-0.369866249,-0.176913194,0.196155996
Satun,-0.384404317,-0.543900455,-0.354108199,0.16335225
Satun,-0.4704971,-0.370926943,-0.530970042,0.195786032
Satun,-0.385375281,-0.457840639,-0.355186127,0.228105906
Satun,-0.300552411,-0.371907166,-0.443511961,0.097638134
Satun,-0.642962495,-0.286275493,-0.356182276,0.195015406
Satun,-0.387397773,-0.631950526,-0.269159294,0.292200203
Satun,-0.132338201,-0.373948943,-0.620450715,0.324404636
Satun,-0.047818303,-0.116457327,-0.358257227,0.097220152
Satun,-0.64405948,-0.031131514,-0.096581991,0.194245792
Satun,-0.38941761,-0.633057971,-0.00986984,0.097010775
Satun,-0.644608986,-0.375988039,-0.621576153,0.161562373
Satun,-0.475194596,-0.633612716,-0.360329453,0.193677714
Satun,-0.39090852,-0.462582926,-0.622139912,0.290284188
Satun,-0.137366743,-0.377493166,-0.448331299,0.032230824
Satun,-0.814622682,-0.121533816,-0.361859035,0.289912962
Satun,-0.13834102,-0.805247527,-0.101740962,0.032183627
Satun,-0.81474655,-0.122517383,-0.796563375,0.192914259
Satun,-0.392912191,-0.805372577,-0.102740509,0.192864651
Satun,-0.393042388,-0.379515942,-0.796690456,0.674497259
Satun,0.870992845,-0.37964738,-0.363914677,0.417241711
Satun,0.19583076,0.896440683,-0.36404825,0.416839014
Satun,0.194773888,0.214840792,0.932773173,0.4164998
Satun,0.193883628,0.213773842,0.240098924,0.416163802
Satun,0.193001809,0.212875093,0.239014639,0.351805241
Satun,0.02409404,0.211984866,0.238101288,0.511304626
Satun,0.442697015,0.041466527,0.237196596,0.127768177
Satun,-0.563886792,0.464060966,0.063907745,0.095766483
Satun,-0.647874605,-0.55212082,0.493368326,0.063803587
Satun,-0.731760592,-0.636909473,-0.539323968,0.191202152
Satun,-0.397405584,-0.72159533,-0.625490233,0.191050555
Satun,-0.397803446,-0.38405218,-0.711552031,0.159052809
Satun,-0.481780897,-0.384453836,-0.368524617,0.158970381
Satun,-0.481997228,-0.469232029,-0.368932799,0.190648682
Satun,-0.398858154,-0.469450423,-0.455088434,0.190374053
Satun,-0.399578912,-0.3855186,-0.455310376,0.09506095
Satun,-0.649726262,-0.386246231,-0.370014864,0.189919696
Satun,-0.400771364,-0.638778787,-0.370754316,0.316368595
Satun,-0.068908735,-0.387450054,-0.627389919,0.158141271
Satun,-0.484173211,-0.052423048,-0.371977699,0.063237507
Satun,-0.733246256,-0.471647154,-0.03150731,0
Satun,-0.899211841,-0.723095161,-0.457542798,0
Satun,-0.899211841,-0.890643261,-0.713076231,0.189538127
Satun,-0.401772783,-0.890643261,-0.883346584,0.284131269
Satun,-0.153514958,-0.388461022,-0.883346584,0.915146944
Satun,1.502573175,-0.137836008,-0.373005092,1.009454169
Satun,1.750080618,1.534043258,-0.118308025,0.535971575
Satun,0.507434933,1.783910734,1.580735256,0.409542982
Satun,0.175625596,0.529416173,1.834662477,0.377819478
Satun,0.09236789,0.194442968,0.559785398,0.440542497
Satun,0.256983209,0.110391382,0.219369684,0.283054472
Satun,-0.156340989,0.276576342,0.133952463,0.125773112
Satun,-0.569122803,-0.140688986,0.302837528,0.188571913
Satun,-0.404308592,-0.557406757,-0.121207357,0.157021861
Satun,-0.48711108,-0.39102101,-0.544695789,0.502107281
Satun,0.418558767,-0.474613037,-0.375606674,0.439110988
Satun,0.253226245,0.439692555,-0.46055687,0.219530706
Satun,-0.323057854,0.272783554,0.468603987,0.59553101
Satun,0.663747491,-0.30899553,0.298983116,0.532421327
Satun,0.498117378,0.687219202,-0.292248477,0.344273942
Satun,0.004328296,0.520009774,0.720152347,0.531748514
Satun,0.496351595,0.021512313,0.550226167,0.719100562
Satun,0.98805333,0.518227153,0.043629322,0.719037615
Satun,0.987888128,1.014617363,0.548414584,0.343828436
Satun,0.003159074,1.014450585,1.052869939,0.249954696
Satun,-0.243210697,0.020331942,1.052700453,0.218562856
Satun,-0.325597959,-0.228387014,0.042429774,0.249653606
Satun,-0.244000902,-0.311559855,-0.210330266,0.561410513
Satun,0.574198922,-0.229184753,-0.294854466,0.467821666
Satun,0.32857685,0.59681677,-0.211140968,0.561247716
Satun,0.573771665,0.348852642,0.628281093,0.591959323
Satun,0.654373669,0.596385439,0.376288144,0.591134231
Satun,0.652208231,0.677756,0.627842754,0.342067456
Satun,-0.001462584,0.675569914,0.71053539,0.497425821
Satun,0.406272368,0.015666216,0.708313786,0.372930237
Satun,0.079536175,0.427289002,0.037688241,0.217354179
Satun,-0.328770107,0.097437314,0.455998907,0.124096038
Satun,-0.573524249,-0.314762251,0.120787922,0.31000062
Satun,-0.085621358,-0.561850172,-0.298108893,1.084410514
Satun,1.94680206,-0.069295029,-0.549211399,2.5391635
Satun,5.764772438,1.982507955,-0.04865342,2.631391573
Satun,6.006823186,5.836883448,2.036486425,1.299617541
Satun,2.511608636,6.081242198,5.953486244,1.082123931
Satun,1.940800967,2.552700075,6.201815236,0.927027486
Satun,1.533753423,1.976449641,2.615942795,0.370844227
Chanthaburi,-0.227423617,-0.284825535,-0.515259282,0.664013218
Chanthaburi,-0.689432434,-0.224002489,-0.276939378,1.249221676
Chanthaburi,-0.537389418,-0.685870045,-0.216147877,2.164936993
Chanthaburi,-0.299477412,-0.533873517,-0.677775894,8.30474111
Chanthaburi,1.29570516,-0.296034254,-0.525858196,10.2677606
Chanthaburi,1.805717273,1.298660584,-0.288142284,5.723897858
Chanthaburi,0.625176247,1.808516758,1.305725499,2.723459883
Chanthaburi,-0.154367574,0.628336688,1.815317247,2.119554544
Chanthaburi,-0.311268227,-0.150968784,0.635749253,1.146485923
Chanthaburi,-0.564081195,-0.307821464,-0.143152049,0.874353464
Chanthaburi,-0.634783933,-0.560557133,-0.29992338,0.60206216
Chanthaburi,-0.705527939,-0.631238253,-0.552527973,0.66014931
Chanthaburi,-0.690436316,-0.701960629,-0.623172435,0.485270111
Chanthaburi,-0.735871683,-0.68687362,-0.693858133,0.525228474
Chanthaburi,-0.7254901,-0.732295095,-0.678778949,1.18612429
Chanthaburi,-0.553782751,-0.721916686,-0.724176866,3.536418308
Chanthaburi,0.056847163,-0.550261838,-0.71380384,6.231448822
Chanthaburi,0.757043069,0.060181373,-0.542238017,5.605565997
Chanthaburi,0.594432446,0.760163191,0.0678886,2.828520006
Chanthaburi,-0.127071903,0.597602287,0.767507386,1.06480397
Chanthaburi,-0.585302985,-0.123681458,0.605030791,0.425651295
Chanthaburi,-0.751361248,-0.581772434,-0.115878875,0.483365461
Chanthaburi,-0.73636653,-0.747779924,-0.573732271,0.541019939
Chanthaburi,-0.721387319,-0.73278979,-0.739653665,0.637356015
Chanthaburi,-0.696358242,-0.71781516,-0.724671306,0.443936598
Chanthaburi,-0.746610543,-0.692793736,-0.709704441,0.598009977
Chanthaburi,-0.706580737,-0.743030672,-0.684695994,0.886063758
Chanthaburi,-0.631741481,-0.703013105,-0.734906876,2.270951452
Chanthaburi,-0.271933795,-0.628196731,-0.694910063,2.961720721
Chanthaburi,-0.092465023,-0.268499058,-0.620132491,3.496375872
Chanthaburi,0.046443737,-0.08908516,-0.260621368,1.381562663
Chanthaburi,-0.503005905,0.049781128,-0.081300519,0.977867597
Chanthaburi,-0.607889925,-0.499500517,0.057493749,0.594083693
Chanthaburi,-0.707600825,-0.604352468,-0.491503023,0.632118516
Chanthaburi,-0.697718997,-0.704032881,-0.596300594,0.670251555
Chanthaburi,-0.687811652,-0.694154074,-0.69592931,0.631691382
Chanthaburi,-0.697829971,-0.684249758,-0.686055627,0.612417922
Chanthaburi,-0.702837409,-0.694265014,-0.676156448,0.688759258
Chanthaburi,-0.683003165,-0.699270921,-0.686166509,1.281766772
Chanthaburi,-0.528933877,-0.679442742,-0.69116982,1.79758779
Chanthaburi,-0.394918413,-0.525420561,-0.671351925,1.911238272
Chanthaburi,-0.36539088,-0.391446073,-0.517409624,1.375544725
Chanthaburi,-0.504569426,-0.361927568,-0.383504619,1.451392669
Chanthaburi,-0.484863371,-0.50106356,-0.354001423,0.457963703
Chanthaburi,-0.742966161,-0.48136353,-0.493065255,0.247968565
Chanthaburi,-0.797525,-0.739387404,-0.473375442,1.20155401
Chanthaburi,-0.549773955,-0.793929561,-0.731265497,2.650355224
Chanthaburi,-0.173360897,-0.546254268,-0.785779367,3.508183219
Chanthaburi,0.049511404,-0.169956299,-0.538232526,1.162646641
Chanthaburi,-0.559882479,0.052847857,-0.162129716,0.704871999
Chanthaburi,-0.678816914,-0.556359701,0.060558887,1.161668003
Chanthaburi,-0.560136739,-0.675257771,-0.548332718,1.31333511
Chanthaburi,-0.520732107,-0.556613883,-0.667169123,0.836603693
Chanthaburi,-0.644591701,-0.517221299,-0.548586768,1.101873946
Chanthaburi,-0.575671834,-0.641043022,-0.509214614,0.626561657
Chanthaburi,-0.699162724,-0.572144228,-0.63297212,1.27108676
Chanthaburi,-0.531708651,-0.69559736,-0.564109058,1.308428937
Chanthaburi,-0.522006779,-0.528194487,-0.687498165,1.232056985
Chanthaburi,-0.541848977,-0.518495582,-0.520182111,1.09925516
Chanthaburi,-0.576352221,-0.538331712,-0.510488236,1.534701302
Chanthaburi,-0.463218954,-0.572824406,-0.530314079,1.780464891
Chanthaburi,-0.399367113,-0.459725731,-0.564788884,1.798857441
Chanthaburi,-0.394588544,-0.395893413,-0.451748865,1.817885723
Chanthaburi,-0.389644806,-0.391116305,-0.387949653,1.74098661
Chanthaburi,-0.409623966,-0.386174079,-0.383175022,1.967122573
Chanthaburi,-0.350871579,-0.40614713,-0.378235359,3.479319793
Chanthaburi,0.042012397,-0.347412707,-0.398198051,2.451294661
Chanthaburi,-0.225078824,0.045351143,-0.33949409,2.448630556
Chanthaburi,-0.225770985,-0.221658413,0.053066061,0.564932387
Chanthaburi,-0.715174626,-0.222350362,-0.213805016,1.882813677
Chanthaburi,-0.372775874,-0.711604366,-0.214496606,3.27553458
Chanthaburi,-0.010933041,-0.369310304,-0.703496869,5.025258039
Chanthaburi,0.443662629,-0.007578107,-0.361380331,1.279730203
Chanthaburi,-0.529462998,0.446878568,0.000164262,1.919909651
Chanthaburi,-0.363137969,-0.52594952,0.454385243,4.933622069
Chanthaburi,0.419854687,-0.359675346,-0.517938309,11.10843337
Chanthaburi,2.024132476,0.423077906,-0.351750369,6.060012948
Chanthaburi,0.712502313,2.026865179,0.430596924,4.776555013
Chanthaburi,0.379047093,0.715636053,2.033552426,5.80808508
Chanthaburi,0.647048931,0.382282789,0.723003342,3.419484297
Chanthaburi,0.026466536,0.650202684,0.389822965,0.544635714
Chanthaburi,-0.720447905,0.029810035,0.657603908,0.863757307
Chanthaburi,-0.63753692,-0.716876033,0.037533013,0.525704115
Chanthaburi,-0.725366524,-0.633990399,-0.708765801,0.825938989
Chanthaburi,-0.647362498,-0.721793148,-0.625923154,2.85273506
Chanthaburi,-0.120780589,-0.643812972,-0.713680366,2.476501379
Chanthaburi,-0.218529866,-0.117392068,-0.635740633,4.707665242
Chanthaburi,0.361148841,-0.215111458,-0.109592747,11.54647832
Chanthaburi,2.13794094,0.364390009,-0.207261456,15.01186331
Chanthaburi,3.038282649,2.140638846,0.371939465,14.3311565
Chanthaburi,2.861428205,3.040705271,2.147267086,9.981011734
Chanthaburi,1.731217048,2.863904901,3.04686671,4.977787093
Chanthaburi,0.431329202,1.734039312,2.870158034,1.758787858
Chanthaburi,-0.404999023,0.434548912,1.740878427,1.702235915
Chanthaburi,-0.419691784,-0.401523601,0.442061981,1.439742118
Chanthaburi,-0.4878903,-0.41621187,-0.393576921,1.438719876
Chanthaburi,-0.488155889,-0.484389534,-0.408257572,1.269997796
Chanthaburi,-0.531991574,-0.484655042,-0.476399877,1.624637724
Chanthaburi,-0.439852571,-0.528477324,-0.476665247,5.901666287
Chanthaburi,0.671362265,-0.436366492,-0.520464801,6.328464087
Chanthaburi,0.782248606,0.674508584,-0.428401741,4.479249875
Chanthaburi,0.301804242,0.785361021,0.681897203,3.600309664
Chanthaburi,0.073446776,0.305063555,0.792692149,2.704113983
Chanthaburi,-0.159393833,0.076775911,0.312643779,1.864130951
Chanthaburi,-0.377629833,-0.155993506,0.084474532,2.218096687
Chanthaburi,-0.285665992,-0.374162779,-0.148174164,3.913967272
Chanthaburi,0.154938163,-0.282227056,-0.366230289,13.11920211
Chanthaburi,2.546550324,0.158242381,-0.274342247,21.14625758
Chanthaburi,4.632059689,2.549123296,0.165898751,11.69562327
Chanthaburi,2.176690289,4.633995006,2.555539684,7.6508388
Chanthaburi,1.125814794,2.179376347,4.639330118,14.79843416
Chanthaburi,2.982831619,1.128822162,2.185984497,15.85414189
Chanthaburi,3.257115057,2.985271196,1.135975161,5.562118069
Chanthaburi,0.583144239,3.25947077,2.991461385,4.834331189
Chanthaburi,0.394057922,0.586317531,3.265518752,4.777768689
Chanthaburi,0.379362418,0.397289028,0.593751888,3.717872931
Chanthaburi,0.10399089,0.382598018,0.404821421,3.012843641
Maha Sarakham,-0.460948809,-0.3557669,-0.388168435,0.053206319
Maha Sarakham,-0.554208684,-0.449661837,-0.360227106,0
Maha Sarakham,-0.612446331,-0.543596287,-0.471931816,0.02128212
Maha Sarakham,-0.589151718,-0.602255184,-0.583683533,0.180886664
Maha Sarakham,-0.414454553,-0.578792075,-0.653468712,0.553254466
Maha Sarakham,-0.006874682,-0.402831275,-0.625555175,1.085122544
Maha Sarakham,0.575288226,0.007696737,-0.416218542,0.265820577
Maha Sarakham,-0.321489068,0.594070596,0.072177466,0.042525731
Maha Sarakham,-0.565899257,-0.309193344,0.769773349,0.053139989
Maha Sarakham,-0.554281287,-0.555371421,-0.304819586,0.106294551
Maha Sarakham,-0.496100291,-0.543669415,-0.597692147,0.042518724
Maha Sarakham,-0.565906926,-0.48506758,-0.583770532,0.085046127
Maha Sarakham,-0.519358021,-0.555379146,-0.514053237,0.01062741
